,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99969960949234,0.5309650598020031,1.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997079536731084,0.5309903945219098,1.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997162978538766,0.5310157292418163,1.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997246420346451,0.5310410639617229,1.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997329862154134,0.5310663986816294,1.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997413303961816,0.531091733401536,1.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99974967457695,0.5311170681214425,1.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997580187577184,0.5311424028413492,1.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997663629384866,0.5311677375612558,1.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999774707119255,0.5311930722811623,1.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997830513000234,0.5312184070010689,1.0
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997913954807917,0.5312437417209754,1.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99979973966156,0.5312690764408821,1.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997830513000234,0.5312184070010689,1.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997663629384866,0.5311677375612558,1.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99974967457695,0.5311170681214425,1.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997329862154134,0.5310663986816294,1.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9997162978538766,0.5310157292418163,1.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99969960949234,0.5309650598020031,1.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996829211308034,0.53091439036219,1.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996662327692666,0.5308637209223769,1.0
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99964954440773,0.5308130514825637,1.0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996328560461935,0.5307623820427505,1.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996161676846567,0.5307117126029374,1.0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99959947932312,0.5306610431631242,1.0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996078235038884,0.5306863778830309,1.0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996161676846567,0.5307117126029374,1.0
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999624511865425,0.530737047322844,1.0
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996328560461935,0.5307623820427505,1.0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996412002269617,0.5307877167626571,1.0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99964954440773,0.5308130514825637,1.0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996578885884985,0.5308383862024703,1.0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996662327692666,0.5308637209223769,1.0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999674576950035,0.5308890556422834,1.0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996829211308034,0.53091439036219,1.0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9996912653115716,0.5309397250820965,1.0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99969960949234,0.5309650598020031,1.0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99969960949234,0.5309523924420498,1.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99969960949234,0.5309397250820965,1.0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99969960949234,0.5309270577221433,1.0
