,0,1,2,3,4,5,6,7,8,9,10
12000,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5880644838289777,0.5276786399357222,1.0
12001,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5879893862020626,0.5276707017234848,1.0
12002,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5879142885751477,0.5276627635112474,1.0
12003,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5878391909482327,0.52765482529901,1.0
12004,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5877640933213177,0.5276468870867727,1.0
12005,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5876889956944027,0.5276389488745352,1.0
12006,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5876138980674878,0.5276310106622979,1.0
12007,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5875388004405727,0.5276230724500605,1.0
12008,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5874637028136578,0.527615134237823,1.0
12009,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5873886051867427,0.5276071960255857,1.0
12010,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5873135075598278,0.5275992578133483,1.0
12011,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5872384099329128,0.5275913196011108,1.0
12012,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5871633123059977,0.5275833813888735,1.0
12013,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5870548379560095,0.5275309474080423,1.0
12014,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.586946363606021,0.5274785134272111,1.0
12015,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5868378892560329,0.5274260794463799,1.0
12016,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5867294149060446,0.5273736454655487,1.0
12017,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5866209405560561,0.5273212114847174,1.0
12018,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5865124662060679,0.5272687775038862,1.0
12019,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5864039918560797,0.527216343523055,1.0
12020,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5862955175060911,0.5271639095422238,1.0
12021,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5861870431561029,0.5271114755613926,1.0
12022,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5860785688061148,0.5270590415805615,1.0
12023,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5859700944561261,0.5270066075997303,1.0
12024,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.585861620106138,0.5269541736188991,1.0
12025,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5857948666599911,0.526944424937204,1.0
12026,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5857281132138448,0.5269346762555089,1.0
12027,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.585661359767698,0.5269249275738139,1.0
12028,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5855946063215512,0.5269151788921188,1.0
12029,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5855278528754048,0.5269054302104238,1.0
12030,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5854610994292581,0.5268956815287288,1.0
12031,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5853943459831112,0.5268859328470337,1.0
12032,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5853275925369649,0.5268761841653387,1.0
12033,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.585260839090818,0.5268664354836436,1.0
12034,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5851940856446712,0.5268566868019486,1.0
12035,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5851273321985249,0.5268469381202535,1.0
12036,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.585060578752378,0.5268371894385585,1.0
12037,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5850188578485362,0.5268782362603749,1.0
12038,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5849771369446949,0.5269192830821914,1.0
12039,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5849354160408531,0.5269603299040078,1.0
12040,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5848936951370113,0.5270013767258243,1.0
12041,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5848519742331699,0.5270424235476407,1.0
12042,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5848102533293281,0.5270834703694571,1.0
12043,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5847685324254863,0.5271245171912736,1.0
12044,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5847268115216449,0.52716556401309,1.0
12045,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5846850906178032,0.5272066108349065,1.0
12046,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5846433697139614,0.5272476576567229,1.0
12047,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5846016488101199,0.5272887044785394,1.0
12048,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5845599279062781,0.5273297513003558,1.0
12049,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5845432395447413,0.5273483398043028,1.0
12050,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.584526551183205,0.5273669283082499,1.0
12051,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5845098628216682,0.5273855168121969,1.0
12052,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5844931744601314,0.527404105316144,1.0
12053,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5844764860985949,0.5274226938200911,1.0
12054,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5844597977370581,0.5274412823240382,1.0
12055,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5844431093755214,0.5274598708279852,1.0
12056,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5844264210139849,0.5274784593319323,1.0
12057,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5844097326524481,0.5274970478358794,1.0
12058,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5843930442909113,0.5275156363398265,1.0
12059,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.584376355929375,0.5275342248437734,1.0
12060,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5843596675678382,0.5275528133477205,1.0
12061,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.58425119321785,0.5275328268136432,1.0
12062,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5841427188678614,0.527512840279566,1.0
12063,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5840342445178732,0.5274928537454887,1.0
12064,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.583925770167885,0.5274728672114115,1.0
12065,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5838172958178964,0.5274528806773342,1.0
12066,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5837088214679083,0.5274328941432569,1.0
12067,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5836003471179201,0.5274129076091797,1.0
12068,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5834918727679315,0.5273929210751024,1.0
12069,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5833833984179433,0.5273729345410252,1.0
12070,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5832749240679551,0.5273529480069479,1.0
12071,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5831664497179665,0.5273329614728706,1.0
12072,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5830579753679783,0.5273129749387934,1.0
12073,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5829912219218316,0.527320583448925,1.0
12074,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5829244684756851,0.5273281919590567,1.0
12075,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5828577150295384,0.5273358004691884,1.0
12076,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5827909615833916,0.5273434089793201,1.0
12077,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5827242081372452,0.5273510174894518,1.0
12078,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5826574546910984,0.5273586259995835,1.0
12079,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5825907012449516,0.5273662345097151,1.0
12080,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5825239477988052,0.5273738430198468,1.0
12081,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5824571943526584,0.5273814515299785,1.0
12082,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5823904409065117,0.5273890600401102,1.0
12083,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5823236874603652,0.5273966685502419,1.0
12084,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5822569340142184,0.5274042770603736,1.0
12085,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5821651480257667,0.5273813494023257,1.0
12086,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5820733620373153,0.5273584217442779,1.0
12087,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5819815760488635,0.52733549408623,1.0
12088,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5818897900604117,0.5273125664281823,1.0
12089,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5817980040719604,0.5272896387701344,1.0
12090,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5817062180835085,0.5272667111120866,1.0
12091,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5816144320950568,0.5272437834540388,1.0
12092,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5815226461066053,0.5272208557959909,1.0
12093,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5814308601181536,0.5271979281379431,1.0
